"RT @MaisVoce_Globo: Cebolinha, salsinha... tô confusa O_o #MaisVocê ",Neutro
RT @MaisVoce_Globo: Uma saia de fuxico!!! Que linda!! #MaisVocê ,Negativo
RT @MaisVoce_Globo: Canjiquinha.... hum.... #MaisVocê ,Negativo
RT @MaisVoce_Globo: O Tiago tb tá no #JogoDePanelas! #MaisVocê ,Positivo
Peixe bem suculento que vai fazer sucesso aí na sua casa. #MaisVocê  ,Positivo
"RT @MaisVoce_Globo: Olha o #PensamentoDoDia aí, gente!!! #MaisVocÊ ",Negativo
"RT @MaisVoce_Globo: Olha o #PensamentoDoDia aí, gente!!! #MaisVocÊ ",Negativo
"RT @MaisVoce_Globo: Olha o #PensamentoDoDia aí, gente!!! #MaisVocÊ ",Negativo
"RT @MaisVoce_Globo: Olha o #PensamentoDoDia aí, gente!!! #MaisVocÊ ",Negativo
"RT @MaisVoce_Globo: Olha o #PensamentoDoDia aí, gente!!! #MaisVocÊ ",Negativo
"RT @MaisVoce_Globo: Olha o #PensamentoDoDia aí, gente!!! #MaisVocÊ ",Negativo
"RT @MaisVoce_Globo: Olha o #PensamentoDoDia aí, gente!!! #MaisVocÊ ",Negativo
"RT @MaisVoce_Globo: Olha o #PensamentoDoDia aí, gente!!! #MaisVocÊ ",Negativo
"RT @MaisVoce_Globo: Olha o #PensamentoDoDia aí, gente!!! #MaisVocÊ ",Negativo
"RT @MaisVoce_Globo: Olha o #PensamentoDoDia aí, gente!!! #MaisVocÊ ",Negativo
"RT @MaisVoce_Globo: Olha o #PensamentoDoDia aí, gente!!! #MaisVocÊ ",Negativo
"RT @MaisVoce_Globo: Olha o #PensamentoDoDia aí, gente!!! #MaisVocÊ ",Negativo
"RT @MaisVoce_Globo: Olha o #PensamentoDoDia aí, gente!!! #MaisVocÊ ",Negativo
"RT @MaisVoce_Globo: Olha o #PensamentoDoDia aí, gente!!! #MaisVocÊ ",Negativo
RT @MaisVoce_Globo: Uma amizade dessas  #MaisVocê #DiaDoAmigo ,Neutro
"RT @MaisVoce_Globo: Olha o #PensamentoDoDia aí, gente!!! #MaisVocÊ ",Negativo
"RT @MaisVoce_Globo: Olha o #PensamentoDoDia aí, gente!!! #MaisVocÊ ",Negativo
"RT @MaisVoce_Globo: Olha o #PensamentoDoDia aí, gente!!! #MaisVocÊ ",Negativo
"RT @MaisVoce_Globo: Olha o #PensamentoDoDia aí, gente!!! #MaisVocÊ ",Negativo
RT @MaisVoce_Globo: Uma amizade dessas  #MaisVocê #DiaDoAmigo ,Neutro
"RT @MaisVoce_Globo: Olha o #PensamentoDoDia aí, gente!!! #MaisVocÊ ",Negativo
"RT @MaisVoce_Globo: Olha o #PensamentoDoDia aí, gente!!! #MaisVocÊ ",Negativo
RT @ANAMARIABRAGA: Essa foi a primeira aparição pública da família com o terceiro filho. #MaisVocê  ,Negativo
@MaisVoce_Globo O peixe do Mais Você está igual o peixe da Itália pode servir!  #MaisVoce ,Negativo
